sender,unique_mail_no,first_attempt_utc,last_retry_utc,smtp_attempts,host,ip,reject_reason,first_log_line
cugadmissionunit@gmail.com,52,2026-07-19 16:07:28,2026-07-19 16:07:28,1,mail-qt1-f181.google.com,209.85.160.181,Rejected because 209.85.160.181 is in a black list at zen.spamhaus.org,2026-07-19 16:07:28 H=mail-qt1-f181.google.com [209.85.160.181] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.181 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,53,2026-07-19 17:34:56,2026-07-19 17:35:41,2,mail-qt1-f169.google.com,209.85.160.169,Rejected because 209.85.160.169 is in a black list at zen.spamhaus.org,2026-07-19 17:34:56 H=mail-qt1-f169.google.com [209.85.160.169] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.169 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,54,2026-07-19 19:38:36,2026-07-19 19:38:36,1,mail-qk1-f181.google.com,209.85.222.181,Rejected because 209.85.222.181 is in a black list at zen.spamhaus.org,2026-07-19 19:38:36 H=mail-qk1-f181.google.com [209.85.222.181] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.222.181 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,55,2026-07-19 21:50:12,2026-07-19 21:50:12,1,mail-qt1-f179.google.com,209.85.160.179,Rejected because 209.85.160.179 is in a black list at zen.spamhaus.org,2026-07-19 21:50:12 H=mail-qt1-f179.google.com [209.85.160.179] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.179 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,56,2026-07-20 00:10:19,2026-07-20 00:10:19,1,mail-qt1-f173.google.com,209.85.160.173,Rejected because 209.85.160.173 is in a black list at zen.spamhaus.org,2026-07-20 00:10:19 H=mail-qt1-f173.google.com [209.85.160.173] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.173 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,57,2026-07-20 02:02:37,2026-07-20 02:02:37,1,mail-qt1-f181.google.com,209.85.160.181,Rejected because 209.85.160.181 is in a black list at zen.spamhaus.org,2026-07-20 02:02:37 H=mail-qt1-f181.google.com [209.85.160.181] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.181 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,58,2026-07-20 04:04:22,2026-07-20 04:04:22,1,mail-qk1-f174.google.com,209.85.222.174,Rejected because 209.85.222.174 is in a black list at zen.spamhaus.org,2026-07-20 04:04:22 H=mail-qk1-f174.google.com [209.85.222.174] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.222.174 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,59,2026-07-20 06:17:11,2026-07-20 06:17:11,1,mail-qt1-f172.google.com,209.85.160.172,Rejected because 209.85.160.172 is in a black list at zen.spamhaus.org,2026-07-20 06:17:11 H=mail-qt1-f172.google.com [209.85.160.172] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.172 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,60,2026-07-20 09:22:47,2026-07-20 09:22:47,1,mail-qt1-f170.google.com,209.85.160.170,Rejected because 209.85.160.170 is in a black list at zen.spamhaus.org,2026-07-20 09:22:47 H=mail-qt1-f170.google.com [209.85.160.170] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.170 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,61,2026-07-20 10:26:41,2026-07-20 13:56:20,25,mail-yx1-f50.google.com,74.125.224.50,Rejected because 74.125.224.50 is in a black list at zen.spamhaus.org,2026-07-20 10:26:41 H=mail-yx1-f50.google.com [74.125.224.50] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 74.125.224.50 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,62,2026-07-20 14:31:04,2026-07-20 16:27:44,8,mail-qv1-f47.google.com,209.85.219.47,Rejected because 209.85.219.47 is in a black list at zen.spamhaus.org,2026-07-20 14:31:04 H=mail-qv1-f47.google.com [209.85.219.47] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.219.47 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,63,2026-07-20 17:06:31,2026-07-20 17:16:31,2,mail-ot1-f52.google.com,209.85.210.52,Rejected because 209.85.210.52 is in a black list at zen.spamhaus.org,2026-07-20 17:06:31 H=mail-ot1-f52.google.com [209.85.210.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.210.52 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,64,2026-07-20 18:02:30,2026-07-20 18:13:01,2,mail-pf1-f177.google.com,209.85.210.177,Rejected because 209.85.210.177 is in a black list at zen.spamhaus.org,2026-07-20 18:02:30 H=mail-pf1-f177.google.com [209.85.210.177] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.210.177 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,65,2026-07-20 18:55:26,2026-07-20 19:45:58,4,mail-oa1-f51.google.com,209.85.160.51,Rejected because 209.85.160.51 is in a black list at zen.spamhaus.org,2026-07-20 18:55:26 H=mail-oa1-f51.google.com [209.85.160.51] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.51 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,66,2026-07-20 20:28:34,2026-07-20 20:38:30,2,mail-oo1-f43.google.com,209.85.161.43,Rejected because 209.85.161.43 is in a black list at zen.spamhaus.org,2026-07-20 20:28:34 H=mail-oo1-f43.google.com [209.85.161.43] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.161.43 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,67,2026-07-20 21:09:04,2026-07-20 21:09:04,1,mail-qv1-f44.google.com,209.85.219.44,Rejected because 209.85.219.44 is in a black list at zen.spamhaus.org,2026-07-20 21:09:04 H=mail-qv1-f44.google.com [209.85.219.44] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.219.44 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,68,2026-07-20 21:51:39,2026-07-20 21:53:27,2,mail-pf1-f178.google.com,209.85.210.178,Rejected because 209.85.210.178 is in a black list at zen.spamhaus.org,2026-07-20 21:51:39 H=mail-pf1-f178.google.com [209.85.210.178] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.210.178 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,69,2026-07-20 22:43:29,2026-07-20 23:07:24,2,mail-oo1-f43.google.com,209.85.161.43,Rejected because 209.85.161.43 is in a black list at zen.spamhaus.org,2026-07-20 22:43:29 H=mail-oo1-f43.google.com [209.85.161.43] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.161.43 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,70,2026-07-20 23:39:56,2026-07-20 23:53:24,2,mail-pg1-f177.google.com,209.85.215.177,Rejected because 209.85.215.177 is in a black list at zen.spamhaus.org,2026-07-20 23:39:56 H=mail-pg1-f177.google.com [209.85.215.177] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.215.177 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,71,2026-07-21 00:38:48,2026-07-21 01:04:52,2,mail-pf1-f181.google.com,209.85.210.181,Rejected because 209.85.210.181 is in a black list at zen.spamhaus.org,2026-07-21 00:38:48 H=mail-pf1-f181.google.com [209.85.210.181] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.210.181 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,72,2026-07-21 02:02:11,2026-07-21 02:21:43,2,mail-qv1-f44.google.com,209.85.219.44,Rejected because 209.85.219.44 is in a black list at zen.spamhaus.org,2026-07-21 02:02:11 H=mail-qv1-f44.google.com [209.85.219.44] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.219.44 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,73,2026-07-21 03:28:30,2026-07-21 03:35:07,2,mail-pl1-f170.google.com,209.85.214.170,Rejected because 209.85.214.170 is in a black list at zen.spamhaus.org,2026-07-21 03:28:30 H=mail-pl1-f170.google.com [209.85.214.170] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.214.170 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,74,2026-07-21 04:16:52,2026-07-21 04:17:34,2,mail-qv1-f52.google.com,209.85.219.52,Rejected because 209.85.219.52 is in a black list at zen.spamhaus.org,2026-07-21 04:16:52 H=mail-qv1-f52.google.com [209.85.219.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.219.52 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,75,2026-07-21 05:37:34,2026-07-21 05:37:34,1,mail-pl1-f176.google.com,209.85.214.176,Rejected because 209.85.214.176 is in a black list at zen.spamhaus.org,2026-07-21 05:37:34 H=mail-pl1-f176.google.com [209.85.214.176] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.214.176 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,76,2026-07-21 06:17:11,2026-07-21 06:34:55,2,mail-pf1-f180.google.com,209.85.210.180,Rejected because 209.85.210.180 is in a black list at zen.spamhaus.org,2026-07-21 06:17:11 H=mail-pf1-f180.google.com [209.85.210.180] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.210.180 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,77,2026-07-21 07:12:27,2026-07-21 07:12:27,1,mail-qk1-f182.google.com,209.85.222.182,Rejected because 209.85.222.182 is in a black list at zen.spamhaus.org,2026-07-21 07:12:27 H=mail-qk1-f182.google.com [209.85.222.182] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.222.182 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,78,2026-07-21 08:24:26,2026-07-21 08:24:26,1,mail-pg1-f171.google.com,209.85.215.171,Rejected because 209.85.215.171 is in a black list at zen.spamhaus.org,2026-07-21 08:24:26 H=mail-pg1-f171.google.com [209.85.215.171] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.215.171 is in a black list at zen.spamhaus.org
cugadmissionunit@gmail.com,79,2026-07-21 09:09:18,2026-07-21 09:40:49,4,mail-oa1-f52.google.com,209.85.160.52,Rejected because 209.85.160.52 is in a black list at zen.spamhaus.org,2026-07-21 09:09:18 H=mail-oa1-f52.google.com [209.85.160.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<cugadmissionunit@gmail.com> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.160.52 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,1,2026-07-13 13:14:16,2026-07-13 13:46:11,6,mail-ed1-f54.google.com,209.85.208.54,Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org,2026-07-13 13:14:16 H=mail-ed1-f54.google.com [209.85.208.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,2,2026-07-13 14:21:38,2026-07-13 14:26:19,2,mail-ej1-f45.google.com,209.85.218.45,Rejected because 209.85.218.45 is in a black list at zen.spamhaus.org,2026-07-13 14:21:38 H=mail-ej1-f45.google.com [209.85.218.45] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.45 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,3,2026-07-13 15:13:31,2026-07-13 15:21:46,2,mail-ej1-f54.google.com,209.85.218.54,Rejected because 209.85.218.54 is in a black list at zen.spamhaus.org,2026-07-13 15:13:31 H=mail-ej1-f54.google.com [209.85.218.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,4,2026-07-13 16:04:45,2026-07-13 16:04:45,1,mail-ed1-f46.google.com,209.85.208.46,Rejected because 209.85.208.46 is in a black list at zen.spamhaus.org,2026-07-13 16:04:45 H=mail-ed1-f46.google.com [209.85.208.46] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.46 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,5,2026-07-13 16:34:55,2026-07-13 16:34:55,1,mail-ed1-f48.google.com,209.85.208.48,Rejected because 209.85.208.48 is in a black list at zen.spamhaus.org,2026-07-13 16:34:55 H=mail-ed1-f48.google.com [209.85.208.48] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.48 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,6,2026-07-13 17:13:25,2026-07-13 17:13:25,1,mail-ed1-f43.google.com,209.85.208.43,Rejected because 209.85.208.43 is in a black list at zen.spamhaus.org,2026-07-13 17:13:25 H=mail-ed1-f43.google.com [209.85.208.43] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.43 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,7,2026-07-13 17:55:51,2026-07-13 17:55:51,1,mail-ed1-f45.google.com,209.85.208.45,Rejected because 209.85.208.45 is in a black list at zen.spamhaus.org,2026-07-13 17:55:51 H=mail-ed1-f45.google.com [209.85.208.45] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.45 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,8,2026-07-13 18:37:20,2026-07-13 19:03:28,2,mail-ej1-f45.google.com,209.85.218.45,Rejected because 209.85.218.45 is in a black list at zen.spamhaus.org,2026-07-13 18:37:20 H=mail-ej1-f45.google.com [209.85.218.45] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.45 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,9,2026-07-13 20:42:07,2026-07-13 20:52:39,2,mail-ed1-f52.google.com,209.85.208.52,Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org,2026-07-13 20:42:07 H=mail-ed1-f52.google.com [209.85.208.52] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.52 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,10,2026-07-13 22:28:09,2026-07-13 22:48:40,2,mail-ed1-f41.google.com,209.85.208.41,Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org,2026-07-13 22:28:09 H=mail-ed1-f41.google.com [209.85.208.41] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,11,2026-07-14 00:42:34,2026-07-14 00:51:35,2,mail-ed1-f44.google.com,209.85.208.44,Rejected because 209.85.208.44 is in a black list at zen.spamhaus.org,2026-07-14 00:42:34 H=mail-ed1-f44.google.com [209.85.208.44] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.44 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,12,2026-07-14 02:50:55,2026-07-14 02:50:55,1,mail-ed1-f45.google.com,209.85.208.45,Rejected because 209.85.208.45 is in a black list at zen.spamhaus.org,2026-07-14 02:50:55 H=mail-ed1-f45.google.com [209.85.208.45] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.45 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,13,2026-07-14 03:22:46,2026-07-14 03:22:46,1,mail-ej1-f41.google.com,209.85.218.41,Rejected because 209.85.218.41 is in a black list at zen.spamhaus.org,2026-07-14 03:22:46 H=mail-ej1-f41.google.com [209.85.218.41] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.41 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,14,2026-07-14 05:12:05,2026-07-14 05:12:05,1,mail-ed1-f42.google.com,209.85.208.42,Rejected because 209.85.208.42 is in a black list at zen.spamhaus.org,2026-07-14 05:12:05 H=mail-ed1-f42.google.com [209.85.208.42] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.42 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,15,2026-07-14 05:53:37,2026-07-14 05:53:37,1,mail-ej1-f53.google.com,209.85.218.53,Rejected because 209.85.218.53 is in a black list at zen.spamhaus.org,2026-07-14 05:53:37 H=mail-ej1-f53.google.com [209.85.218.53] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.53 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,16,2026-07-14 07:27:34,2026-07-14 07:27:34,1,mail-ed1-f41.google.com,209.85.208.41,Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org,2026-07-14 07:27:34 H=mail-ed1-f41.google.com [209.85.208.41] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.41 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,17,2026-07-14 08:15:58,2026-07-14 08:15:58,1,mail-ej1-f53.google.com,209.85.218.53,Rejected because 209.85.218.53 is in a black list at zen.spamhaus.org,2026-07-14 08:15:58 H=mail-ej1-f53.google.com [209.85.218.53] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.53 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,18,2026-07-14 09:49:59,2026-07-14 09:49:59,1,mail-ed1-f48.google.com,209.85.208.48,Rejected because 209.85.208.48 is in a black list at zen.spamhaus.org,2026-07-14 09:49:59 H=mail-ed1-f48.google.com [209.85.208.48] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.48 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,19,2026-07-14 11:16:30,2026-07-14 11:16:30,1,mail-ed1-f49.google.com,209.85.208.49,Rejected because 209.85.208.49 is in a black list at zen.spamhaus.org,2026-07-14 11:16:30 H=mail-ed1-f49.google.com [209.85.208.49] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.49 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,20,2026-07-14 13:01:55,2026-07-14 13:01:55,1,mail-ed1-f47.google.com,209.85.208.47,Rejected because 209.85.208.47 is in a black list at zen.spamhaus.org,2026-07-14 13:01:55 H=mail-ed1-f47.google.com [209.85.208.47] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.208.47 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,21,2026-07-14 14:33:14,2026-07-14 14:33:14,1,mail-ej1-f54.google.com,209.85.218.54,Rejected because 209.85.218.54 is in a black list at zen.spamhaus.org,2026-07-14 14:33:14 H=mail-ej1-f54.google.com [209.85.218.54] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.54 is in a black list at zen.spamhaus.org
samuel.yaw-opoku@cug.edu.gh,22,2026-07-14 17:15:11,2026-07-14 17:20:11,2,mail-ej1-f48.google.com,209.85.218.48,Rejected because 209.85.218.48 is in a black list at zen.spamhaus.org,2026-07-14 17:15:11 H=mail-ej1-f48.google.com [209.85.218.48] X=TLS1.3:ECDHE_SECP256R1__RSA_PSS_RSAE_SHA256__AES_128_GCM:128 CV=no SNI=mail.gekychat.com F=<samuel.yaw-opoku@cug.edu.gh> rejected RCPT <cug@gekychat.com>: Rejected because 209.85.218.48 is in a black list at zen.spamhaus.org
